wings,tenders,fries_reg,fries_large,veggies,dips,drinks,flavours,date,menu_item,quantity,is_event_day,is_weekend
0,10,2,0,0,2,2,2,2024-03-26,5pc Tender Combo,2,0,0
72,0,0,3,3,9,0,9,2024-03-26,24pc Family Pack,3,0,0
30,0,0,2,2,4,4,4,2024-03-26,15pc Meal for 2,2,0,0
18,0,3,0,0,3,3,6,2024-03-26,6pc Wing Combo,3,0,0
6,0,1,0,0,1,1,2,2024-03-26,6pc Wing Combo,1,0,0
20,0,2,0,0,2,2,4,2024-03-26,10pc Wing Combo,2,0,0
24,0,0,1,1,3,0,3,2024-03-26,24pc Family Pack,1,0,0
15,0,0,0,0,0,0,2,2024-03-26,15 Wings,1,0,0
10,0,0,0,0,0,0,2,2024-03-26,10 Wings,1,0,0
10,0,1,0,0,1,1,2,2024-03-26,10pc Wing Combo,1,0,0
20,0,2,0,0,2,2,4,2024-03-26,10pc Wing Combo,2,0,0
10,0,1,0,0,1,1,2,2024-03-26,10pc Wing Combo,1,0,0
45,0,0,3,3,6,6,6,2024-03-26,15pc Meal for 2,3,0,0
150,0,0,6,6,12,0,10,2024-03-26,75pc Pack,2,0,0
30,0,0,1,1,3,0,3,2024-03-26,30pc Crew Pack,1,0,0
20,0,2,0,0,2,2,4,2024-03-26,10pc Wing Combo,2,0,0
24,0,3,0,0,3,3,6,2024-03-26,8pc Wing Combo,3,0,0
6,0,1,0,0,1,1,2,2024-03-26,6pc Wing Combo,1,0,0
24,0,3,0,0,3,3,6,2024-03-26,8pc Wing Combo,3,0,0
0,8,0,1,1,2,2,2,2024-03-26,8pc Tender Meal for 2,1,0,0
30,0,3,0,0,3,3,6,2024-03-26,10pc Wing Combo,3,0,0
50,0,0,2,2,4,0,4,2024-03-26,50pc Party Pack,1,0,0
0,6,2,0,0,2,2,2,2024-03-26,3pc Tender Combo,2,0,0
20,0,0,0,0,0,0,3,2024-03-26,20 Wings,1,0,0
40,0,0,0,0,0,0,6,2024-03-26,20 Wings,2,0,0
16,6,0,1,0,3,0,4,2024-03-27,Game Night Bundle,1,0,0
24,0,0,1,1,3,0,3,2024-03-27,24pc Family Pack,1,0,0
10,0,1,0,0,1,1,2,2024-03-27,10pc Wing Combo,1,0,0
0,3,1,0,0,1,1,1,2024-03-27,3pc Tender Combo,1,0,0
45,0,0,3,3,6,6,6,2024-03-27,15pc Meal for 2,3,0,0
6,0,1,0,0,1,1,2,2024-03-27,6pc Wing Combo,1,0,0
18,0,3,0,0,3,3,6,2024-03-27,6pc Wing Combo,3,0,0
90,0,0,3,3,9,0,9,2024-03-27,30pc Crew Pack,3,0,0
15,0,0,0,0,0,0,2,2024-03-27,15 Wings,1,0,0
0,9,3,0,0,3,3,3,2024-03-27,3pc Tender Combo,3,0,0
16,6,0,1,0,3,0,4,2024-03-27,Game Night Bundle,1,0,0
10,0,1,0,0,1,1,2,2024-03-27,10pc Wing Combo,1,0,0
20,0,2,0,0,2,2,4,2024-03-27,10pc Wing Combo,2,0,0
8,0,1,0,0,1,1,2,2024-03-27,8pc Wing Combo,1,0,0
16,0,2,0,0,2,2,4,2024-03-27,8pc Wing Combo,2,0,0
30,0,3,0,0,3,3,6,2024-03-27,10pc Wing Combo,3,0,0
20,0,0,0,0,0,0,4,2024-03-27,10 Wings,2,0,0
60,0,0,0,0,0,0,9,2024-03-27,20 Wings,3,0,0
100,0,0,0,0,0,0,6,2024-03-27,100 Wings,1,0,0
30,0,3,0,0,3,3,6,2024-03-27,10pc Wing Combo,3,0,0
60,0,0,0,0,0,0,9,2024-03-27,20 Wings,3,0,0
15,0,0,1,1,2,2,2,2024-03-27,15pc Meal for 2,1,0,0
24,0,3,0,0,3,3,6,2024-03-27,8pc Wing Combo,3,0,0
15,0,0,0,0,0,0,2,2024-03-27,15 Wings,1,0,0
0,10,2,0,0,2,2,2,2024-03-27,5pc Tender Combo,2,0,0
8,0,1,0,0,1,1,2,2024-03-27,8pc Wing Combo,1,0,0
30,0,0,1,1,3,0,3,2024-03-27,30pc Crew Pack,1,0,0
30,0,3,0,0,3,3,6,2024-03-27,10pc Wing Combo,3,0,0
0,32,0,2,2,6,0,6,2024-03-27,16pc Tender Pack,2,0,0
30,0,0,1,1,3,0,3,2024-03-27,30pc Crew Pack,1,0,0
32,12,0,2,0,6,0,8,2024-03-27,Game Night Bundle,2,0,0
12,0,2,0,0,2,2,4,2024-03-27,6pc Wing Combo,2,0,0
45,0,0,3,3,6,6,6,2024-03-27,15pc Meal for 2,3,0,0
50,0,0,2,2,4,0,4,2024-03-27,50pc Party Pack,1,0,0
225,0,0,9,9,18,0,15,2024-03-27,75pc Pack,3,0,0
15,0,0,1,1,2,2,2,2024-03-27,15pc Meal for 2,1,0,0
0,32,0,2,2,6,0,6,2024-03-27,16pc Tender Pack,2,0,0
15,0,0,0,0,0,0,2,2024-03-27,15 Wings,1,0,0
30,0,0,0,0,0,0,3,2024-03-27,30 Wings,1,0,0
20,0,0,0,0,0,0,4,2024-03-27,10 Wings,2,0,0
30,0,0,0,0,0,0,4,2024-03-27,15 Wings,2,0,0
0,3,1,0,0,1,1,1,2024-03-27,3pc Tender Combo,1,0,0
30,0,0,0,0,0,0,6,2024-03-27,10 Wings,3,0,0
15,0,0,1,1,2,2,2,2024-03-27,15pc Meal for 2,1,0,0
0,9,3,0,0,3,3,3,2024-03-28,3pc Tender Combo,3,0,0
300,0,0,0,0,0,0,18,2024-03-28,100 Wings,3,0,0
150,0,0,0,0,0,0,10,2024-03-28,75 Wings,2,0,0
20,0,2,0,0,2,2,4,2024-03-28,10pc Wing Combo,2,0,0
10,0,0,0,0,0,0,2,2024-03-28,10 Wings,1,0,0
24,0,3,0,0,3,3,6,2024-03-28,8pc Wing Combo,3,0,0
30,0,3,0,0,3,3,6,2024-03-28,10pc Wing Combo,3,0,0
0,8,0,1,1,2,2,2,2024-03-28,8pc Tender Meal for 2,1,0,0
24,0,0,1,1,3,0,3,2024-03-28,24pc Family Pack,1,0,0
60,0,0,0,0,0,0,6,2024-03-28,30 Wings,2,0,0
12,0,2,0,0,2,2,4,2024-03-28,6pc Wing Combo,2,0,0
100,0,0,4,4,8,0,6,2024-03-28,100pc Pack,1,0,0
30,0,0,0,0,0,0,3,2024-03-28,30 Wings,1,0,0
60,0,0,0,0,0,0,9,2024-03-28,20 Wings,3,0,0
8,0,1,0,0,1,1,2,2024-03-28,8pc Wing Combo,1,0,0
24,0,0,1,1,3,0,3,2024-03-28,24pc Family Pack,1,0,0
0,15,3,0,0,3,3,3,2024-03-28,5pc Tender Combo,3,0,0
8,0,1,0,0,1,1,2,2024-03-28,8pc Wing Combo,1,0,0
150,0,0,0,0,0,0,10,2024-03-28,75 Wings,2,0,0
40,0,0,0,0,0,0,6,2024-03-28,20 Wings,2,0,0
24,0,3,0,0,3,3,6,2024-03-28,8pc Wing Combo,3,0,0
8,0,1,0,0,1,1,2,2024-03-28,8pc Wing Combo,1,0,0
12,0,2,0,0,2,2,4,2024-03-28,6pc Wing Combo,2,0,0
40,0,0,0,0,0,0,6,2024-03-28,20 Wings,2,0,0
16,0,2,0,0,2,2,4,2024-03-28,8pc Wing Combo,2,0,0
60,0,0,2,2,6,0,6,2024-03-28,30pc Crew Pack,2,0,0
30,0,0,1,1,3,0,3,2024-03-28,30pc Crew Pack,1,0,0
0,5,1,0,0,1,1,1,2024-03-28,5pc Tender Combo,1,0,0
6,0,1,0,0,1,1,2,2024-03-28,6pc Wing Combo,1,0,0
10,0,1,0,0,1,1,2,2024-03-28,10pc Wing Combo,1,0,0
60,0,0,0,0,0,0,6,2024-03-28,30 Wings,2,0,0
60,0,0,0,0,0,0,9,2024-03-28,20 Wings,3,0,0
30,0,0,0,0,0,0,6,2024-03-28,10 Wings,3,0,0
12,0,2,0,0,2,2,4,2024-03-28,6pc Wing Combo,2,0,0
30,0,0,2,2,4,4,4,2024-03-28,15pc Meal for 2,2,0,0
0,15,3,0,0,3,3,3,2024-03-28,5pc Tender Combo,3,0,0
30,0,3,0,0,3,3,6,2024-03-28,10pc Wing Combo,3,0,0
40,0,0,0,0,0,0,6,2024-03-28,20 Wings,2,0,0
0,10,2,0,0,2,2,2,2024-03-28,5pc Tender Combo,2,0,0
6,0,1,0,0,1,1,2,2024-03-28,6pc Wing Combo,1,0,0
20,0,0,0,0,0,0,3,2024-03-28,20 Wings,1,0,0
0,15,3,0,0,3,3,3,2024-03-29,5pc Tender Combo,3,0,0
100,0,0,4,4,8,0,6,2024-03-29,100pc Pack,1,0,0
150,0,0,6,6,12,0,12,2024-03-29,50pc Party Pack,3,0,0
15,0,0,0,0,0,0,2,2024-03-29,15 Wings,1,0,0
0,24,0,2,2,4,0,4,2024-03-29,24pc Tender Pack,1,0,0
50,0,0,2,2,4,0,4,2024-03-29,50pc Party Pack,1,0,0
8,0,1,0,0,1,1,2,2024-03-29,8pc Wing Combo,1,0,0
8,0,1,0,0,1,1,2,2024-03-29,8pc Wing Combo,1,0,0
20,0,0,0,0,0,0,4,2024-03-29,10 Wings,2,0,0
0,6,2,0,0,2,2,2,2024-03-29,3pc Tender Combo,2,0,0
100,0,0,4,4,8,0,8,2024-03-29,50pc Party Pack,2,0,0
0,8,0,1,1,2,2,2,2024-03-29,8pc Tender Meal for 2,1,0,0
45,0,0,0,0,0,0,6,2024-03-29,15 Wings,3,0,0
0,10,2,0,0,2,2,2,2024-03-29,5pc Tender Combo,2,0,0
0,72,0,6,6,12,0,12,2024-03-29,24pc Tender Pack,3,0,0
0,72,0,6,6,12,0,12,2024-03-29,24pc Tender Pack,3,0,0
24,0,0,1,1,3,0,3,2024-03-29,24pc Family Pack,1,0,0
10,0,1,0,0,1,1,2,2024-03-29,10pc Wing Combo,1,0,0
10,0,0,0,0,0,0,2,2024-03-29,10 Wings,1,0,0
48,0,0,2,2,6,0,6,2024-03-29,24pc Family Pack,2,0,0
20,0,0,0,0,0,0,3,2024-03-29,20 Wings,1,0,0
12,0,2,0,0,2,2,4,2024-03-29,6pc Wing Combo,2,0,0
12,0,2,0,0,2,2,4,2024-03-29,6pc Wing Combo,2,0,0
60,0,0,0,0,0,0,6,2024-03-29,30 Wings,2,0,0
0,10,2,0,0,2,2,2,2024-03-29,5pc Tender Combo,2,0,0
24,0,0,1,1,3,0,3,2024-03-29,24pc Family Pack,1,0,0
0,48,0,4,4,8,0,8,2024-03-29,24pc Tender Pack,2,0,0
0,8,0,1,1,2,2,2,2024-03-29,8pc Tender Meal for 2,1,0,0
0,3,1,0,0,1,1,1,2024-03-29,3pc Tender Combo,1,0,0
12,0,2,0,0,2,2,4,2024-03-29,6pc Wing Combo,2,0,0
10,0,0,0,0,0,0,2,2024-03-29,10 Wings,1,0,0
0,72,0,6,6,12,0,12,2024-03-30,24pc Tender Pack,3,0,1
8,0,1,0,0,1,1,2,2024-03-30,8pc Wing Combo,1,0,1
30,0,3,0,0,3,3,6,2024-03-30,10pc Wing Combo,3,0,1
20,0,0,0,0,0,0,3,2024-03-30,20 Wings,1,0,1
18,0,3,0,0,3,3,6,2024-03-30,6pc Wing Combo,3,0,1
0,72,0,6,6,12,0,12,2024-03-30,24pc Tender Pack,3,0,1
50,0,0,2,2,4,0,4,2024-03-30,50pc Party Pack,1,0,1
30,0,0,1,1,3,0,3,2024-03-30,30pc Crew Pack,1,0,1
18,0,3,0,0,3,3,6,2024-03-30,6pc Wing Combo,3,0,1
30,0,0,0,0,0,0,6,2024-03-30,10 Wings,3,0,1
24,0,0,1,1,3,0,3,2024-03-30,24pc Family Pack,1,0,1
0,3,1,0,0,1,1,1,2024-03-30,3pc Tender Combo,1,0,1
0,24,0,3,3,6,6,6,2024-03-30,8pc Tender Meal for 2,3,0,1
0,24,0,3,3,6,6,6,2024-03-30,8pc Tender Meal for 2,3,0,1
150,0,0,0,0,0,0,12,2024-03-30,50 Wings,3,0,1
0,3,1,0,0,1,1,1,2024-03-30,3pc Tender Combo,1,0,1
72,0,0,3,3,9,0,9,2024-03-30,24pc Family Pack,3,0,1
100,0,0,0,0,0,0,8,2024-03-30,50 Wings,2,0,1
0,5,1,0,0,1,1,1,2024-03-30,5pc Tender Combo,1,0,1
45,0,0,3,3,6,6,6,2024-03-30,15pc Meal for 2,3,0,1
8,0,1,0,0,1,1,2,2024-03-30,8pc Wing Combo,1,0,1
30,0,0,0,0,0,0,4,2024-03-30,15 Wings,2,0,1
24,0,0,1,1,3,0,3,2024-03-30,24pc Family Pack,1,0,1
0,15,3,0,0,3,3,3,2024-03-30,5pc Tender Combo,3,0,1
100,0,0,4,4,8,0,8,2024-03-30,50pc Party Pack,2,0,1
16,0,2,0,0,2,2,4,2024-03-30,8pc Wing Combo,2,0,1
0,15,3,0,0,3,3,3,2024-03-30,5pc Tender Combo,3,0,1
18,0,3,0,0,3,3,6,2024-03-30,6pc Wing Combo,3,0,1
90,0,0,3,3,9,0,9,2024-03-30,30pc Crew Pack,3,0,1
0,3,1,0,0,1,1,1,2024-03-30,3pc Tender Combo,1,0,1
30,0,0,1,1,3,0,3,2024-03-30,30pc Crew Pack,1,0,1
0,16,0,1,1,3,0,3,2024-03-30,16pc Tender Pack,1,0,1
45,0,0,0,0,0,0,6,2024-03-30,15 Wings,3,0,1
0,72,0,6,6,12,0,12,2024-03-30,24pc Tender Pack,3,0,1
6,0,1,0,0,1,1,2,2024-03-30,6pc Wing Combo,1,0,1
16,0,2,0,0,2,2,4,2024-03-30,8pc Wing Combo,2,0,1
0,3,1,0,0,1,1,1,2024-03-30,3pc Tender Combo,1,0,1
60,0,0,0,0,0,0,6,2024-03-30,30 Wings,2,0,1
45,0,0,0,0,0,0,6,2024-03-30,15 Wings,3,0,1
45,0,0,0,0,0,0,6,2024-03-30,15 Wings,3,0,1
15,0,0,1,1,2,2,2,2024-03-30,15pc Meal for 2,1,0,1
30,0,0,1,1,3,0,3,2024-03-30,30pc Crew Pack,1,0,1
150,0,0,6,6,12,0,12,2024-03-30,50pc Party Pack,3,0,1
8,0,1,0,0,1,1,2,2024-03-30,8pc Wing Combo,1,0,1
18,0,3,0,0,3,3,6,2024-03-30,6pc Wing Combo,3,0,1
150,0,0,0,0,0,0,12,2024-03-30,50 Wings,3,0,1
20,0,2,0,0,2,2,4,2024-03-30,10pc Wing Combo,2,0,1
10,0,1,0,0,1,1,2,2024-03-30,10pc Wing Combo,1,0,1
18,0,3,0,0,3,3,6,2024-03-30,6pc Wing Combo,3,0,1
30,0,0,0,0,0,0,3,2024-03-30,30 Wings,1,0,1
0,6,2,0,0,2,2,2,2024-03-30,3pc Tender Combo,2,0,1
0,16,0,2,2,4,4,4,2024-03-30,8pc Tender Meal for 2,2,0,1
20,0,0,0,0,0,0,3,2024-03-30,20 Wings,1,0,1
15,0,0,1,1,2,2,2,2024-03-30,15pc Meal for 2,1,0,1
32,12,0,2,0,6,0,8,2024-03-31,Game Night Bundle,2,0,1
8,0,1,0,0,1,1,2,2024-03-31,8pc Wing Combo,1,0,1
45,0,0,0,0,0,0,6,2024-03-31,15 Wings,3,0,1
10,0,1,0,0,1,1,2,2024-03-31,10pc Wing Combo,1,0,1
0,3,1,0,0,1,1,1,2024-03-31,3pc Tender Combo,1,0,1
100,0,0,4,4,8,0,6,2024-03-31,100pc Pack,1,0,1
18,0,3,0,0,3,3,6,2024-03-31,6pc Wing Combo,3,0,1
60,0,0,0,0,0,0,6,2024-03-31,30 Wings,2,0,1
18,0,3,0,0,3,3,6,2024-03-31,6pc Wing Combo,3,0,1
0,8,0,1,1,2,2,2,2024-03-31,8pc Tender Meal for 2,1,0,1
20,0,0,0,0,0,0,4,2024-03-31,10 Wings,2,0,1
10,0,0,0,0,0,0,2,2024-03-31,10 Wings,1,0,1
16,0,2,0,0,2,2,4,2024-03-31,8pc Wing Combo,2,0,1
90,0,0,3,3,9,0,9,2024-03-31,30pc Crew Pack,3,0,1
30,0,0,0,0,0,0,4,2024-03-31,15 Wings,2,0,1
45,0,0,3,3,6,6,6,2024-03-31,15pc Meal for 2,3,0,1
50,0,0,2,2,4,0,4,2024-03-31,50pc Party Pack,1,0,1
20,0,2,0,0,2,2,4,2024-03-31,10pc Wing Combo,2,0,1
50,0,0,2,2,4,0,4,2024-03-31,50pc Party Pack,1,0,1
40,0,0,0,0,0,0,6,2024-03-31,20 Wings,2,0,1
90,0,0,3,3,9,0,9,2024-03-31,30pc Crew Pack,3,0,1
0,6,2,0,0,2,2,2,2024-03-31,3pc Tender Combo,2,0,1
48,0,0,2,2,6,0,6,2024-03-31,24pc Family Pack,2,0,1
150,0,0,6,6,12,0,12,2024-03-31,50pc Party Pack,3,0,1
18,0,3,0,0,3,3,6,2024-03-31,6pc Wing Combo,3,0,1
30,0,3,0,0,3,3,6,2024-03-31,10pc Wing Combo,3,0,1
60,0,0,2,2,6,0,6,2024-03-31,30pc Crew Pack,2,0,1
0,5,1,0,0,1,1,1,2024-03-31,5pc Tender Combo,1,0,1
60,0,0,2,2,6,0,6,2024-03-31,30pc Crew Pack,2,0,1
30,0,0,2,2,4,4,4,2024-03-31,15pc Meal for 2,2,0,1
24,0,0,1,1,3,0,3,2024-03-31,24pc Family Pack,1,0,1
30,0,3,0,0,3,3,6,2024-03-31,10pc Wing Combo,3,0,1
60,0,0,0,0,0,0,6,2024-03-31,30 Wings,2,0,1
0,3,1,0,0,1,1,1,2024-03-31,3pc Tender Combo,1,0,1
18,0,3,0,0,3,3,6,2024-03-31,6pc Wing Combo,3,0,1
18,0,3,0,0,3,3,6,2024-03-31,6pc Wing Combo,3,0,1
200,0,0,0,0,0,0,12,2024-03-31,100 Wings,2,0,1
30,0,3,0,0,3,3,6,2024-03-31,10pc Wing Combo,3,0,1
30,0,0,0,0,0,0,6,2024-03-31,10 Wings,3,0,1
6,0,1,0,0,1,1,2,2024-03-31,6pc Wing Combo,1,0,1
30,0,0,0,0,0,0,3,2024-03-31,30 Wings,1,0,1
45,0,0,0,0,0,0,6,2024-03-31,15 Wings,3,0,1
0,3,1,0,0,1,1,1,2024-03-31,3pc Tender Combo,1,0,1
18,0,3,0,0,3,3,6,2024-03-31,6pc Wing Combo,3,0,1
20,0,2,0,0,2,2,4,2024-03-31,10pc Wing Combo,2,0,1
24,0,0,1,1,3,0,3,2024-03-31,24pc Family Pack,1,0,1
150,0,0,6,6,12,0,12,2024-03-31,50pc Party Pack,3,0,1
45,0,0,3,3,6,6,6,2024-03-31,15pc Meal for 2,3,0,1
6,0,1,0,0,1,1,2,2024-03-31,6pc Wing Combo,1,0,1
0,3,1,0,0,1,1,1,2024-03-31,3pc Tender Combo,1,0,1
0,6,2,0,0,2,2,2,2024-03-31,3pc Tender Combo,2,0,1
30,0,3,0,0,3,3,6,2024-03-31,10pc Wing Combo,3,0,1
18,0,3,0,0,3,3,6,2024-04-01,6pc Wing Combo,3,0,0
20,0,2,0,0,2,2,4,2024-04-01,10pc Wing Combo,2,0,0
45,0,0,3,3,6,6,6,2024-04-01,15pc Meal for 2,3,0,0
100,0,0,0,0,0,0,8,2024-04-01,50 Wings,2,0,0
10,0,1,0,0,1,1,2,2024-04-01,10pc Wing Combo,1,0,0
50,0,0,2,2,4,0,4,2024-04-01,50pc Party Pack,1,0,0
0,16,0,2,2,4,4,4,2024-04-01,8pc Tender Meal for 2,2,0,0
16,0,2,0,0,2,2,4,2024-04-01,8pc Wing Combo,2,0,0
100,0,0,4,4,8,0,8,2024-04-01,50pc Party Pack,2,0,0
0,32,0,2,2,6,0,6,2024-04-01,16pc Tender Pack,2,0,0
15,0,0,0,0,0,0,2,2024-04-01,15 Wings,1,0,0
0,15,3,0,0,3,3,3,2024-04-01,5pc Tender Combo,3,0,0
0,24,0,3,3,6,6,6,2024-04-01,8pc Tender Meal for 2,3,0,0
8,0,1,0,0,1,1,2,2024-04-01,8pc Wing Combo,1,0,0
150,0,0,0,0,0,0,12,2024-04-01,50 Wings,3,0,0
8,0,1,0,0,1,1,2,2024-04-01,8pc Wing Combo,1,0,0
30,0,0,0,0,0,0,6,2024-04-01,10 Wings,3,0,0
20,0,2,0,0,2,2,4,2024-04-01,10pc Wing Combo,2,0,0
60,0,0,0,0,0,0,6,2024-04-01,30 Wings,2,0,0
0,32,0,2,2,6,0,6,2024-04-01,16pc Tender Pack,2,0,0
0,24,0,2,2,4,0,4,2024-04-01,24pc Tender Pack,1,0,0
10,0,1,0,0,1,1,2,2024-04-01,10pc Wing Combo,1,0,0
90,0,0,3,3,9,0,9,2024-04-01,30pc Crew Pack,3,0,0
0,15,3,0,0,3,3,3,2024-04-01,5pc Tender Combo,3,0,0
0,72,0,6,6,12,0,12,2024-04-01,24pc Tender Pack,3,0,0
6,0,1,0,0,1,1,2,2024-04-01,6pc Wing Combo,1,0,0
225,0,0,0,0,0,0,15,2024-04-01,75 Wings,3,0,0
40,0,0,0,0,0,0,6,2024-04-01,20 Wings,2,0,0
30,0,3,0,0,3,3,6,2024-04-01,10pc Wing Combo,3,0,0
20,0,0,0,0,0,0,4,2024-04-01,10 Wings,2,0,0
150,0,0,6,6,12,0,12,2024-04-02,50pc Party Pack,3,1,0
48,0,0,2,2,6,0,6,2024-04-02,24pc Family Pack,2,1,0
15,0,0,1,1,2,2,2,2024-04-02,15pc Meal for 2,1,1,0
16,6,0,1,0,3,0,4,2024-04-02,Game Night Bundle,1,1,0
8,0,1,0,0,1,1,2,2024-04-02,8pc Wing Combo,1,1,0
15,0,0,1,1,2,2,2,2024-04-02,15pc Meal for 2,1,1,0
150,0,0,6,6,12,0,12,2024-04-02,50pc Party Pack,3,1,0
100,0,0,4,4,8,0,8,2024-04-02,50pc Party Pack,2,1,0
100,0,0,4,4,8,0,8,2024-04-02,50pc Party Pack,2,1,0
16,0,2,0,0,2,2,4,2024-04-02,8pc Wing Combo,2,1,0
24,0,3,0,0,3,3,6,2024-04-02,8pc Wing Combo,3,1,0
20,0,2,0,0,2,2,4,2024-04-02,10pc Wing Combo,2,1,0
60,0,0,0,0,0,0,9,2024-04-02,20 Wings,3,1,0
16,0,2,0,0,2,2,4,2024-04-02,8pc Wing Combo,2,1,0
0,24,0,2,2,4,0,4,2024-04-02,24pc Tender Pack,1,1,0
0,72,0,6,6,12,0,12,2024-04-02,24pc Tender Pack,3,1,0
20,0,0,0,0,0,0,4,2024-04-02,10 Wings,2,1,0
20,0,0,0,0,0,0,3,2024-04-02,20 Wings,1,1,0
10,0,1,0,0,1,1,2,2024-04-02,10pc Wing Combo,1,1,0
10,0,1,0,0,1,1,2,2024-04-02,10pc Wing Combo,1,1,0
150,0,0,6,6,12,0,12,2024-04-02,50pc Party Pack,3,1,0
30,0,3,0,0,3,3,6,2024-04-02,10pc Wing Combo,3,1,0
0,32,0,2,2,6,0,6,2024-04-02,16pc Tender Pack,2,1,0
0,5,1,0,0,1,1,1,2024-04-02,5pc Tender Combo,1,1,0
30,0,0,0,0,0,0,4,2024-04-02,15 Wings,2,1,0
12,0,2,0,0,2,2,4,2024-04-02,6pc Wing Combo,2,1,0
20,0,0,0,0,0,0,3,2024-04-02,20 Wings,1,1,0
30,0,0,2,2,4,4,4,2024-04-02,15pc Meal for 2,2,1,0
225,0,0,9,9,18,0,15,2024-04-02,75pc Pack,3,1,0
60,0,0,2,2,6,0,6,2024-04-02,30pc Crew Pack,2,1,0
0,24,0,2,2,4,0,4,2024-04-02,24pc Tender Pack,1,1,0
90,0,0,3,3,9,0,9,2024-04-02,30pc Crew Pack,3,1,0
90,0,0,0,0,0,0,9,2024-04-02,30 Wings,3,1,0
40,0,0,0,0,0,0,6,2024-04-02,20 Wings,2,1,0
30,0,0,0,0,0,0,4,2024-04-02,15 Wings,2,1,0
18,0,3,0,0,3,3,6,2024-04-02,6pc Wing Combo,3,1,0
30,0,0,0,0,0,0,4,2024-04-02,15 Wings,2,1,0
10,0,0,0,0,0,0,2,2024-04-02,10 Wings,1,1,0
12,0,2,0,0,2,2,4,2024-04-02,6pc Wing Combo,2,1,0
12,0,2,0,0,2,2,4,2024-04-02,6pc Wing Combo,2,1,0
18,0,3,0,0,3,3,6,2024-04-02,6pc Wing Combo,3,1,0
12,0,2,0,0,2,2,4,2024-04-02,6pc Wing Combo,2,1,0
0,6,2,0,0,2,2,2,2024-04-02,3pc Tender Combo,2,1,0
200,0,0,0,0,0,0,12,2024-04-02,100 Wings,2,1,0
30,0,0,1,1,3,0,3,2024-04-02,30pc Crew Pack,1,1,0
0,6,2,0,0,2,2,2,2024-04-02,3pc Tender Combo,2,1,0
75,0,0,0,0,0,0,5,2024-04-02,75 Wings,1,1,0
10,0,1,0,0,1,1,2,2024-04-02,10pc Wing Combo,1,1,0
15,0,0,0,0,0,0,2,2024-04-02,15 Wings,1,1,0
0,3,1,0,0,1,1,1,2024-04-02,3pc Tender Combo,1,1,0
0,9,3,0,0,3,3,3,2024-04-02,3pc Tender Combo,3,1,0
15,0,0,1,1,2,2,2,2024-04-02,15pc Meal for 2,1,1,0
0,6,2,0,0,2,2,2,2024-04-02,3pc Tender Combo,2,1,0
6,0,1,0,0,1,1,2,2024-04-02,6pc Wing Combo,1,1,0
0,48,0,4,4,8,0,8,2024-04-02,24pc Tender Pack,2,1,0
10,0,1,0,0,1,1,2,2024-04-02,10pc Wing Combo,1,1,0
60,0,0,0,0,0,0,9,2024-04-02,20 Wings,3,1,0
24,0,0,1,1,3,0,3,2024-04-02,24pc Family Pack,1,1,0
8,0,1,0,0,1,1,2,2024-04-02,8pc Wing Combo,1,1,0
0,24,0,3,3,6,6,6,2024-04-02,8pc Tender Meal for 2,3,1,0
8,0,1,0,0,1,1,2,2024-04-02,8pc Wing Combo,1,1,0
0,48,0,4,4,8,0,8,2024-04-02,24pc Tender Pack,2,1,0
75,0,0,0,0,0,0,5,2024-04-02,75 Wings,1,1,0
10,0,0,0,0,0,0,2,2024-04-02,10 Wings,1,1,0
6,0,1,0,0,1,1,2,2024-04-02,6pc Wing Combo,1,1,0
0,15,3,0,0,3,3,3,2024-04-02,5pc Tender Combo,3,1,0
0,8,0,1,1,2,2,2,2024-04-02,8pc Tender Meal for 2,1,1,0
10,0,0,0,0,0,0,2,2024-04-02,10 Wings,1,1,0
12,0,2,0,0,2,2,4,2024-04-02,6pc Wing Combo,2,1,0
50,0,0,2,2,4,0,4,2024-04-02,50pc Party Pack,1,1,0
16,0,2,0,0,2,2,4,2024-04-03,8pc Wing Combo,2,0,0
48,18,0,3,0,9,0,12,2024-04-03,Game Night Bundle,3,0,0
24,0,3,0,0,3,3,6,2024-04-03,8pc Wing Combo,3,0,0
100,0,0,4,4,8,0,8,2024-04-03,50pc Party Pack,2,0,0
48,0,0,2,2,6,0,6,2024-04-03,24pc Family Pack,2,0,0
0,5,1,0,0,1,1,1,2024-04-03,5pc Tender Combo,1,0,0
16,0,2,0,0,2,2,4,2024-04-03,8pc Wing Combo,2,0,0
90,0,0,3,3,9,0,9,2024-04-03,30pc Crew Pack,3,0,0
30,0,3,0,0,3,3,6,2024-04-03,10pc Wing Combo,3,0,0
40,0,0,0,0,0,0,6,2024-04-03,20 Wings,2,0,0
18,0,3,0,0,3,3,6,2024-04-03,6pc Wing Combo,3,0,0
20,0,0,0,0,0,0,3,2024-04-03,20 Wings,1,0,0
45,0,0,0,0,0,0,6,2024-04-03,15 Wings,3,0,0
15,0,0,1,1,2,2,2,2024-04-03,15pc Meal for 2,1,0,0
30,0,0,0,0,0,0,6,2024-04-03,10 Wings,3,0,0
6,0,1,0,0,1,1,2,2024-04-03,6pc Wing Combo,1,0,0
75,0,0,0,0,0,0,5,2024-04-03,75 Wings,1,0,0
0,6,2,0,0,2,2,2,2024-04-03,3pc Tender Combo,2,0,0
15,0,0,1,1,2,2,2,2024-04-03,15pc Meal for 2,1,0,0
48,0,0,2,2,6,0,6,2024-04-03,24pc Family Pack,2,0,0
